,maximum price for this item in all shops,the shops id that sold this item at maximum price,amount in all months
5130,999.0,25,10.0
5131,349.0,25,10.0
5132,399.0,25,15.0
5133,399.0,25,20.0
5134,399.0,25,18.0
5135,349.0,25,34.0
5136,399.0,25,16.0
5137,399.0,25,10.0
5138,399.0,25,4.0
5139,2099.0,42,2.0
5140,2199.0,31,2.0
5141,1999.0,31,4.0
5142,499.0,25,51.0
5143,349.0,25,15.0
5144,899.0,25,16.0
5145,599.0,25,47.0
5146,2499.0,25,31.0
5147,999.0,25,39.0
5148,899.0,25,19.0
5149,349.0,25,10.0
5150,349.0,25,13.0
5151,399.0,25,4.0
5152,1299.0,25,16.0
5153,1299.0,25,21.0
5154,799.0,25,15.0
5155,399.0,25,30.0
5156,599.0,25,31.0
5157,399.0,25,11.0
5158,399.0,25,4.0
5159,849.0,25,20.0
5160,1599.0,25,15.0
5161,1049.0,25,14.0
5162,449.0,25,12.0
5163,399.0,25,12.0
5164,449.0,25,11.0
5165,599.0,25,8.0
5166,449.0,25,40.0
5167,499.0,31,10.0
5168,399.0,25,15.0
5169,749.0,25,13.0
5170,399.0,25,22.0
5171,399.0,25,6.0
5172,399.0,25,5.0
5173,399.0,25,6.0
5174,399.0,25,5.0
5175,399.0,25,6.0
5176,1449.0,25,13.0
5177,449.0,25,6.0
5178,449.0,25,21.0
5179,349.0,25,22.0
5180,899.0,25,19.0
5181,999.0,25,17.0
5182,449.0,25,11.0
5183,6999.0,42,3.0
5184,1099.0,25,11.0
5185,449.0,25,11.0
5186,449.0,25,3.0
5187,799.0,25,11.0
5188,499.0,25,11.0
5189,1199.0,25,39.0
5190,549.0,25,39.0
5191,1599.0,25,32.0
5192,849.0,31,4.0
5193,399.0,25,18.0
5194,349.0,25,12.0
5195,449.0,25,30.0
5196,579.0,55,39.0
5197,599.0,46,6.0
5198,599.0,57,22.0
5199,283.0,10,1.0
5200,599.0,55,5.0
5201,2599.0,50,1.0
5202,799.0,25,14.0
5203,799.0,55,14.0
5204,2599.0,25,21.0
5205,2599.0,57,15.0
5206,4499.0,12,5.0
5207,4499.0,22,2.0
5208,2399.0,31,72.0
5209,2399.0,25,24.0
5210,599.0,31,38.0
5211,4499.0,12,8.0
5212,4499.0,12,4.0
5213,4499.0,12,5.0
5214,4499.0,26,4.0
5215,498.0,15,1.0
5216,299.0,31,11.0
5217,299.0,55,9.0
5218,299.0,55,9.0
5219,299.0,18,2.0
5220,98.0,23,1.0
5221,1198.0,31,1.0
5222,799.0,52,1.0
5223,799.0,18,34.0
5224,299.0,15,99.0
5225,299.0,55,36.0
5226,799.0,32,1.0
5227,240.0,1,1.0
5228,299.0,7,27.0
5229,599.0,55,36.0
5230,210.0,55,37.0
5231,799.0,54,7.0
5232,1199.0,38,10.0
5233,1199.0,47,28.0
5234,1199.0,55,5.0
5235,1199.0,31,144.0
5236,1999.0,31,53.0
5237,2599.0,25,60.0
5238,1999.0,31,20.0
5239,1199.0,55,25.0
5240,1199.0,31,84.0
5241,1999.0,28,126.0
5242,2599.0,28,114.0
5243,1999.0,27,102.0
5244,2599.0,27,15.0
5245,1499.0,55,2.0
5246,2999.0,27,45.0
5247,2999.0,57,5.0
5249,299.0,59,1.0
5250,248.0,43,1.0
5251,1399.0,12,1.0
5252,698.0,31,1.0
5253,498.0,46,1.0
5254,799.0,47,1.0
5255,299.0,30,1.0
5256,799.0,18,25.0
5257,799.0,54,16.0
5258,799.0,18,12.0
5259,499.0,55,31.0
5260,499.0,31,147.0
5261,1199.0,31,60.0
5262,1199.0,57,35.0
5263,499.0,25,3.0
5264,998.0,31,1.0
5265,248.0,42,1.0
5266,28.0,25,1.0
5267,398.0,31,1.0
5270,1199.0,28,54.0
5271,1199.0,28,53.0
5272,1199.0,31,398.0
5273,2599.0,54,77.0
5274,2599.0,31,74.0
5275,1699.0,31,102.0
5276,1999.0,26,116.0
5277,1199.0,31,57.0
5278,799.0,52,1.0
5279,299.0,55,11.0
5280,2900.0,55,1.0
5281,3800.0,55,2.0
5282,3300.0,55,4.0
5283,1198.0,47,4.0
5284,1499.0,37,3.0
5285,549.0,6,1.0
5286,1799.0,31,2.0
5287,2199.0,25,31.0
5288,1999.0,25,22.0
5289,1899.0,57,1.0
5290,1999.0,43,5.0
5291,1799.0,31,11.0
5292,1999.0,14,1.0
5293,498.0,37,1.0
5294,2200.0,55,53.0
5295,1200.0,55,8.0
5296,1600.0,55,151.0
5297,298.0,23,1.0
5298,299.0,54,3.0
5299,28.0,54,1.0
5300,649.0,54,1.0
5301,449.0,54,11.0
5302,599.0,37,1.0
5303,299.0,37,2.0
5304,299.0,25,5.0
5305,299.0,28,12.0
5306,299.0,25,20.0
5307,799.0,22,13.0
5308,299.0,31,18.0
5309,1149.0,25,4.0
5310,1499.0,25,4.0
5311,1549.0,25,2.0
5312,1099.0,42,2.0
5313,449.0,25,1.0
5314,549.0,54,1.0
5315,1490.0,25,2.0
5316,4980.0,54,2.0
5317,6169.0,54,4.0
5318,13900.0,12,2.0
5319,299.0,21,95.0
5323,299.0,28,98.0
5324,299.0,53,79.0
5325,399.0,31,47.0
5326,1199.0,15,4.0
5327,999.0,12,8.0
5328,299.0,31,8.0
5329,1449.0,54,2.0
5330,1449.0,54,2.0
5331,299.0,31,34.0
5332,299.0,54,1.0
5333,399.0,25,4.0
5334,279.0,25,1.0
5335,649.0,56,1.0
5336,299.0,28,45.0
5337,299.0,31,4.0
5338,1449.0,25,7.0
5339,1449.0,25,7.0
5340,299.0,31,13.0
5341,1849.0,25,71.0
5342,1549.0,25,2.0
5343,299.0,25,26.0
5344,299.0,6,11.0
5345,299.0,42,1.0
5346,299.0,25,3.0
5347,649.0,28,1.0
5348,299.0,25,1.0
5349,299.0,6,2.0
5350,299.0,54,6.0
5351,58.0,54,1.0
5352,399.0,28,2.0
5353,229.0,31,41.0
5354,199.0,31,12.0
5355,799.0,53,1.0
5356,299.0,41,1.0
5357,299.0,28,3.0
5358,199.0,25,7.0
5359,299.0,35,6.0
5360,199.0,37,1.0
5361,549.0,31,157.0
5362,2199.0,31,24.0
5363,2199.0,25,12.0
5364,3090.0,22,29.0
5365,2740.0,55,100.0
5366,2090.0,25,4.0
5367,2054.0,55,70.0
5368,7490.0,12,1.0
5369,3190.0,25,9.0
5370,2830.0,55,10.0
5371,8290.0,24,2.0
5372,7690.0,35,1.0
5373,12576.0,55,2.0
5374,14990.0,24,36.0
5375,12576.0,55,28.0
5376,11490.0,55,2.0
5377,3790.0,22,4.0
5378,2990.0,31,21.0
5379,3810.0,55,1.0
5380,3799.0,29,107.0
5381,3648.0,55,183.0
5382,3990.0,55,7.0
5383,5390.0,31,2.0
5384,3490.0,24,6.0
5385,3799.0,56,1.0
5386,3990.0,55,4.0
5387,8790.0,55,5.0
5388,8790.0,55,1.0
5389,3648.0,55,43.0
5390,2780.0,55,13.0
5391,18490.0,35,1.0
5392,16790.0,55,1.0
5393,299.0,55,35.0
5394,199.0,55,11.0
5395,349.0,31,36.0
5396,499.0,31,2.0
5397,1999.0,25,6.0
5398,2599.0,12,3.0
5399,999.0,55,3.0
5400,1399.0,55,5.0
5401,2599.0,58,7.0
5402,2499.0,57,11.0
5403,699.0,14,1.0
5404,499.0,38,1.0
5405,58.0,21,1.0
5406,349.0,31,33.0
5407,549.0,55,16.0
5408,349.0,55,8.0
5409,449.0,31,3.0
5410,49.0,55,1.0
5411,49.0,55,1.0
5412,99.0,55,1.0
5413,699.0,42,1.0
5414,1199.0,24,2.0
5415,899.0,22,2.0
5416,149.0,31,14.0
5417,2750.0,25,5.0
5418,1815.0,25,1.0
5419,1980.0,31,7.0
5420,3730.0,31,2.0
5421,1485.0,31,4.0
5422,7150.0,31,4.0
5423,2200.0,31,1.0
5424,4840.0,25,1.0
5425,2900.0,25,1.0
5426,1980.0,25,7.0
5427,4620.0,25,3.0
5428,1485.0,31,3.0
5429,7150.0,31,1.0
5430,248.0,54,1.0
5431,299.0,6,4.0
5432,299.0,35,10.0
5433,299.0,31,26.0
5434,98.0,18,1.0
5435,1549.0,6,2.0
5436,1199.0,25,2.0
5437,1099.0,54,2.0
5438,349.0,25,6.0
5439,399.0,31,19.0
5440,399.0,31,35.0
5442,595.0,12,1.0
5443,299.0,25,5.0
5444,349.0,28,38.0
5445,148.0,54,1.0
5446,299.0,28,7.0
5447,299.0,6,10.0
5448,299.0,35,7.0
5449,399.0,35,6.0
5450,1549.0,6,1.0
5451,58.0,50,2.0
5452,2990.0,25,1.0
5453,1849.0,6,1.0
5454,299.0,25,9.0
5455,399.0,31,8.0
5456,299.0,31,21.0
5457,299.0,28,30.0
5458,749.0,25,3.0
5459,349.0,31,117.0
5460,1349.0,28,17.0
5461,849.0,25,4.0
5462,849.0,19,3.0
5463,299.0,25,1.0
5464,849.0,25,8.0
5465,98.0,54,2.0
5466,849.0,54,4.0
5467,1649.0,6,10.0
5468,2449.0,25,3.0
5469,3349.0,25,35.0
5470,1299.0,28,17.0
5471,1099.0,18,2.0
5472,13999.0,16,1.0
5473,1999.0,42,9.0
5474,799.0,54,1.0
5475,2449.0,25,1.0
5476,299.0,25,4.0
5477,849.0,54,3.0
5478,849.0,50,3.0
5479,799.0,6,1.0
5480,849.0,25,3.0
5481,9799.0,56,2.0
5482,1149.0,25,6.0
5483,1449.0,54,9.0
5484,649.0,54,1.0
5485,349.0,31,46.0
5486,2599.0,25,33.0
5487,849.0,25,5.0
5488,2999.0,25,34.0
5489,2399.0,31,18.0
5490,1449.0,25,67.0
5491,299.0,54,3.0
5492,849.0,25,2.0
5493,949.0,54,1.0
5494,1599.0,54,1.0
5495,849.0,25,3.0
5496,999.0,54,5.0
5497,4749.0,25,35.0
5498,349.0,25,10.0
5499,549.0,54,10.0
5500,1999.0,28,29.0
5501,3399.0,25,3.0
5502,1099.0,54,1.0
5503,1349.0,54,2.0
5504,1049.0,54,1.0
5505,1999.0,17,2.0
5506,2999.0,25,29.0
5507,1149.0,25,9.0
5508,299.0,57,14.0
5509,299.0,31,6.0
5510,299.0,14,1.0
5511,299.0,25,60.0
5512,2299.0,25,4.0
5513,299.0,54,17.0
5514,299.0,54,6.0
5515,2299.0,31,1.0
5516,299.0,31,67.0
5517,2999.0,12,2.0
5518,2299.0,31,2.0
5519,248.0,28,1.0
5520,899.0,25,2.0
5521,249.0,14,5.0
5522,149.0,57,6.0
5523,149.0,54,4.0
5524,299.0,4,1.0
5525,299.0,25,2.0
5526,299.0,25,2.0
5527,299.0,54,4.0
5528,299.0,57,8.0
5529,299.0,54,4.0
5530,98.0,25,1.0
5531,549.0,25,1.0
5532,709.0,12,1.0
5533,299.0,54,1.0
5534,198.0,54,3.0
5535,2599.0,42,2.0
5536,2349.0,25,4.0
5537,899.0,25,1.0
5538,299.0,25,8.0
5539,299.0,54,11.0
5540,2349.0,25,12.0
5542,749.0,25,26.0
5543,749.0,31,20.0
5544,899.0,54,10.0
5545,3299.0,25,2.0
5546,1199.0,54,2.0
5547,349.0,31,7.0
5548,899.0,42,1.0
5549,1549.0,25,1.0
5550,299.0,27,20.0
5551,399.0,25,50.0
5552,299.0,25,48.0
5553,399.0,30,3.0
5554,970.0,24,16.0
5555,720.0,24,8.0
5556,1500.0,55,11.0
5557,1490.0,24,9.0
5558,2000.0,55,1.0
5559,900.0,55,14.0
5560,750.0,55,1.0
5561,290.0,55,4.0
5562,2900.0,55,1.0
5563,7000.0,55,1.0
5564,7000.0,55,6.0
5565,7000.0,55,3.0
5566,1500.0,22,1.0
5567,3600.0,15,1.0
5568,17000.0,55,1.0
5570,93.0,0,1.0
5571,799.0,46,12.0
5572,2190.0,31,122.0
5573,999.0,27,49.0
5574,899.0,25,52.0
5575,1199.0,58,6.0
5576,2590.0,31,19.0
5577,1399.0,31,13.0
5578,1099.0,31,27.0
5579,399.0,32,3.0
5580,599.0,31,74.0
5581,699.0,25,41.0
5582,699.0,6,4.0
5583,699.0,27,86.0
5584,248.0,7,1.0
5585,398.0,45,2.0
5586,498.0,28,2.0
5587,199.0,25,51.0
5588,149.0,4,5.0
5589,149.0,6,6.0
5590,1490.0,27,10.0
5591,1990.0,25,56.0
5592,3490.0,31,42.0
5593,999.0,56,6.0
5594,1490.0,18,9.0
5595,599.0,25,4.0
5596,299.0,27,24.0
5597,1990.0,31,4.0
5598,899.0,19,1.0
5599,1290.0,25,5.0
5600,699.0,6,1.0
5601,699.0,29,14.0
5602,899.0,28,9.0
5603,699.0,6,2.0
5604,699.0,25,2.0
5605,699.0,31,54.0
5606,148.0,45,1.0
5607,999.0,57,21.0
5608,899.0,27,11.0
5609,3090.0,54,5.0
5610,1990.0,31,24.0
5611,1990.0,31,8.0
5612,4390.0,28,34.0
5613,6790.0,25,35.0
5614,1590.0,43,4.0
5615,1990.0,25,11.0
5616,1590.0,31,15.0
5617,4990.0,29,1.0
5618,1494.0,22,1.0
5619,1071.0,12,1.0
5620,590.0,57,24.0
5621,599.0,29,24.0
5622,599.0,25,31.0
5623,699.0,57,8.0
5624,3190.0,27,10.0
5625,2690.0,28,32.0
5626,2990.0,47,8.0
5627,2390.0,28,11.0
5628,2390.0,22,1.0
5629,2590.0,25,13.0
5630,2590.0,25,10.0
5631,3290.0,25,14.0
5632,2590.0,30,7.0
5633,2298.0,46,3.0
5634,3290.0,31,69.0
5635,2690.0,43,2.0
5636,2590.0,25,25.0
5637,3290.0,31,56.0
5638,3290.0,31,15.0
5639,2590.0,31,37.0
5640,398.0,43,1.0
5641,2590.0,25,10.0
5642,3290.0,6,15.0
5643,3290.0,31,243.0
5644,1598.0,18,1.0
5645,899.0,16,4.0
5646,990.0,31,8.0
5647,2490.0,31,5.0
5648,9990.0,42,1.0
5649,2190.0,25,2.0
5650,5990.0,12,3.0
5651,5490.0,27,7.0
5652,2490.0,31,3.0
5653,799.0,27,13.0
5654,1990.0,25,12.0
5655,1290.0,31,141.0
5656,5990.0,31,4.0
5657,7490.0,42,105.0
5658,1290.0,25,13.0
5659,999.0,27,23.0
5660,1890.0,31,145.0
5661,499.0,25,55.0
5662,599.0,25,9.0
5663,3990.0,42,165.0
5664,2290.0,25,55.0
5665,1490.0,6,13.0
5666,3990.0,25,70.0
5668,4290.0,28,2.0
5669,3990.0,31,136.0
5670,4490.0,42,9.0
5671,4590.0,19,23.0
5672,3990.0,25,337.0
5673,949.0,31,63.0
5674,499.0,57,13.0
5675,249.0,31,139.0
5676,2990.0,53,3.0
5677,2290.0,31,11.0
5678,799.0,27,14.0
5679,799.0,54,16.0
5680,399.0,16,38.0
5681,149.0,57,5.0
5682,299.0,31,91.0
5683,1299.0,18,1.0
5684,229.0,31,10.0
5685,274.0,55,1.0
5686,198.0,19,8.0
5687,1299.0,31,6.0
5688,1299.0,31,8.0
5689,879.0,16,1.0
5690,878.0,6,1.0
5691,439.0,55,1.0
5692,1080.0,23,3.0
5693,1080.0,50,1.0
5694,878.0,55,4.0
5695,615.0,55,1.0
5696,1080.0,55,1.0
5697,990.0,55,1.0
5698,990.0,55,1.0
5699,1569.0,6,1.0
5700,1960.0,16,2.0
5701,1960.0,16,1.0
5702,1568.0,55,2.0
5703,1568.0,55,1.0
5704,1750.0,55,1.0
5705,1960.0,55,1.0
5706,2950.0,55,1.0
5707,1279.0,26,1.0
5708,1280.0,55,2.0
5709,3072.0,55,1.0
5710,1460.0,55,2.0
5711,1600.0,55,1.0
5712,1590.0,31,4.0
5713,1590.0,30,2.0
5714,1280.0,55,2.0
5715,1280.0,55,4.0
5716,831.0,55,1.0
5717,1600.0,55,4.0
5718,699.0,55,1.0
5719,1460.0,55,3.0
5720,1250.0,55,1.0
5723,399.0,55,16.0
5724,890.0,55,1.0
5725,490.0,55,2.0
5726,990.0,55,4.0
5727,390.0,55,4.0
5728,390.0,55,1.0
5729,590.0,55,1.0
5730,590.0,55,12.0
5731,590.0,55,1.0
5732,590.0,45,1.0
5733,1490.0,55,2.0
5734,599.0,54,2.0
5735,599.0,31,10.0
5736,98.0,22,1.0
5737,1799.0,54,15.0
5738,1799.0,42,3.0
5739,2999.0,27,5.0
5740,283.0,0,1.0
5741,28.0,15,1.0
5742,698.0,26,1.0
5743,499.0,43,1.0
5744,58.0,23,1.0
5745,1799.0,31,6.0
5746,599.0,43,1.0
5747,1299.0,28,15.0
5748,36990.0,12,2.0
5749,4090.0,29,1.0
5750,4290.0,31,6.0
5751,4990.0,27,6.0
5752,5898.69,55,1.0
5753,3490.0,27,9.0
5754,3490.0,31,16.0
5755,4993.0,55,1.0
5756,590.0,22,6.0
5757,1049.0,55,5.0
5758,449.0,55,5.0
5759,799.0,55,59.0
5760,1499.0,55,11.0
5761,349.0,55,3.0
5762,3590.0,28,2.0
5763,5790.0,55,3.0
5764,5990.0,24,11.0
5765,7490.0,55,5.0
5766,7690.0,24,11.0
5767,7990.0,24,2.0
5768,2139.0,55,4.0
5769,6490.0,24,2.0
5770,12990.0,31,2.0
5771,2490.0,12,1.0
5772,340.0,13,1.0
5773,248.0,13,1.0
5774,98.0,54,1.0
5775,27.0,0,1.0
5776,199.0,57,1.0
5777,58.0,37,1.0
5778,199.0,30,3.0
5779,148.0,14,1.0
5780,189.0,31,5.0
5781,199.0,54,1.0
5782,199.0,54,4.0
5783,199.0,16,6.0
5784,148.0,54,4.0
5785,28.0,25,1.0
5786,299.0,25,11.0
5787,299.0,25,16.0
5788,299.0,25,5.0
5789,58.0,54,1.0
5790,299.0,25,18.0
5791,249.0,31,9.0
5792,299.0,25,8.0
5793,299.0,31,13.0
5794,249.0,54,10.0
5795,299.0,54,13.0
5796,299.0,31,27.0
5797,299.0,31,31.0
5798,249.0,31,11.0
5799,299.0,25,4.0
5800,299.0,31,21.0
5801,299.0,31,10.0
5802,299.0,31,10.0
5803,98.0,25,5.0
5804,299.0,25,5.0
5805,28.0,54,1.0
5806,98.0,54,5.0
5807,299.0,25,9.0
5808,299.0,57,13.0
5809,299.0,25,17.0
5810,299.0,31,8.0
5811,199.0,57,189.0
5813,199.0,55,4.0
5814,1199.0,47,63.0
5815,1999.0,25,48.0
5816,1199.0,47,38.0
5817,1499.0,35,6.0
5818,799.0,55,296.0
5819,999.0,42,120.0
5820,3399.0,31,249.0
5821,1099.0,31,468.0
5822,1149.0,31,1293.0
5823,2799.0,31,591.0
5824,249.0,42,126.0
5825,489.0,31,38.0
5827,349.0,42,460.0
5828,549.0,42,170.0
5829,489.0,42,43.0
5830,549.0,42,139.0
5831,9499.0,42,1.0
5832,999.0,42,22.0
5833,999.0,42,30.0
5834,999.0,42,28.0
5835,999.0,42,29.0
5836,999.0,42,24.0
5837,499.0,42,198.0
5838,499.0,42,64.0
5839,599.0,42,21.0
5840,599.0,42,29.0
5841,1399.0,42,12.0
5842,1399.0,25,7.0
5845,1399.0,42,16.0
5846,59.0,55,3.0
5847,1515.0,1,1.0
5848,349.0,31,13.0
5849,299.0,55,41.0
5850,298.0,3,1.0
5851,449.0,54,9.0
5852,368.0,10,1.0
5853,1439.2,31,1.0
5854,578.0,10,1.0
5855,1599.0,7,1.0
5856,2149.0,31,3.0
5857,2799.0,25,1.0
5858,849.0,25,46.0
5859,2249.0,25,4.0
5860,2899.0,30,5.0
5861,1299.0,25,11.0
5862,1399.0,31,53.0
5863,1299.0,25,5.0
5864,1799.0,54,6.0
5865,1899.0,31,61.0
5866,1799.0,27,2.0
5867,1849.0,54,5.0
5868,1499.0,31,26.0
5869,1499.0,31,45.0
5870,1499.0,25,2.0
5871,849.0,31,64.0
5872,849.0,31,106.0
5873,799.0,41,2.0
5874,2299.0,22,1.0
5875,1999.0,47,6.0
5876,5249.0,31,3.0
5877,7699.0,54,3.0
5878,3090.0,44,1.0
5879,3290.0,31,1.0
5880,249.0,55,5.0
5881,999.0,31,8.0
5882,249.0,55,5.0
5883,899.0,31,7.0
5884,28.0,52,1.0
5885,118.0,50,1.0
5886,349.0,38,1.0
5887,1598.0,6,1.0
5888,949.0,16,1.0
5889,1198.0,42,1.0
5890,999.0,24,1.0
5891,1197.7,32,1.0
5892,999.0,43,19.0
5893,2199.0,12,4.0
5894,999.0,31,37.0
5895,2199.0,31,13.0
5896,1099.0,25,51.0
5897,2299.0,31,38.0
5898,999.0,31,5.0
5899,2299.0,31,23.0
5900,1199.0,31,43.0
5901,2899.0,31,31.0
5902,3199.0,25,21.0
5903,2899.0,28,13.0
5904,3199.0,42,3.0
5905,1099.0,25,7.0
5906,3199.0,15,4.0
5907,3799.0,25,7.0
5908,3199.0,15,2.0
5909,28990.0,12,1.0
5910,1199.0,55,14.0
5911,3199.0,25,29.0
5912,3199.0,2,2.0
5913,1199.0,25,19.0
5914,3499.0,37,3.0
5915,1999.0,57,6.0
5916,649.0,54,12.0
5917,199.0,55,1605.0
5918,2799.0,54,9.0
5919,2799.0,54,4.0
5920,99.0,55,64.0
5921,1399.0,31,4.0
5922,349.0,57,23.0
5923,148.0,38,1.0
5924,599.0,45,1.0
5925,329.0,54,2.0
5926,499.0,31,6.0
5927,699.0,54,4.0
5928,699.0,31,6.0
5929,399.0,54,8.0
5930,399.0,25,4.0
5931,399.0,54,5.0
5932,399.0,25,10.0
5933,399.0,54,5.0
5934,479.0,25,7.0
5935,479.0,25,3.0
5936,399.0,54,3.0
5937,399.0,25,9.0
5938,399.0,54,3.0
5939,999.0,54,7.0
5940,749.0,54,1.0
5941,299.0,25,5.0
5942,1849.0,25,6.0
5943,1849.0,6,3.0
5944,2749.0,25,2.0
5945,349.0,28,49.0
5946,349.0,31,66.0
5947,279.0,54,3.0
5948,349.0,25,30.0
5949,299.0,54,1.0
5950,2749.0,31,4.0
5951,2749.0,18,1.0
5952,1499.0,28,8.0
5953,1849.0,25,2.0
5954,1049.0,25,2.0
5955,1049.0,31,2.0
5956,1849.0,25,2.0
5957,2999.0,6,1.0
5958,1049.0,25,10.0
5959,1849.0,31,1.0
5960,29999.0,12,1.0
5962,699.0,31,72.0
5964,349.0,57,5.0
5965,999.0,6,1.0
5966,649.0,6,1.0
5967,649.0,54,2.0
5968,649.0,54,1.0
5969,749.0,6,1.0
5970,749.0,25,1.0
5971,749.0,54,1.0
5972,949.0,54,1.0
5973,649.0,14,1.0
5974,649.0,14,1.0
5975,299.0,54,12.0
5976,349.0,25,22.0
5977,275.0,55,4.0
5978,28.0,37,1.0
5979,649.0,25,2.0
5980,399.0,23,2.0
5981,749.0,28,3.0
5982,58.0,54,1.0
5983,399.0,31,8.0
5984,399.0,55,2.0
5985,3149.0,54,2.0
5986,279.0,54,3.0
5987,649.0,54,1.0
5988,649.0,56,1.0
5989,3499.0,57,1.0
5990,148.0,54,3.0
5991,283.0,51,1.0
5992,998.0,18,8.0
5993,899.0,44,1.0
5994,298.0,52,11.0
5995,1549.0,6,2.0
5996,1499.0,25,1.0
5997,1549.0,56,2.0
5998,399.0,31,17.0
5999,499.0,31,15.0
6000,299.0,31,38.0
6001,299.0,31,8.0
6002,399.0,25,40.0
6003,399.0,52,2.0
6004,349.0,25,23.0
6005,349.0,54,71.0
6006,1149.0,25,7.0
6007,349.0,27,37.0
6008,349.0,31,24.0
6009,1999.0,25,9.0
6010,1999.0,25,8.0
6011,749.0,47,5.0
6012,349.0,28,5.0
6013,349.0,25,11.0
6014,549.0,54,1.0
6015,499.0,14,1.0
6016,198.0,25,1.0
6017,199.0,50,4.0
6018,299.0,54,2.0
6019,299.0,25,7.0
6020,599.0,6,2.0
6021,399.0,6,14.0
6022,499.0,25,1.0
6023,299.0,31,32.0
6024,599.0,54,1.0
6025,2699.0,27,2.0
6026,2799.0,25,9.0
6027,299.0,31,54.0
6028,2799.0,25,21.0
6029,599.0,6,5.0
6030,349.0,25,2.0
6031,299.0,54,17.0
6032,649.0,25,3.0
6033,2999.0,28,1.0
6034,599.0,54,1.0
6035,1549.0,27,1.0
6036,1499.0,25,3.0
6037,399.0,37,1.0
6038,599.0,25,1.0
6039,649.0,6,1.0
6040,349.0,31,7.0
6041,2749.0,25,3.0
6042,98.0,54,2.0
6043,1399.0,28,3.0
6044,299.0,31,13.0
6045,349.0,54,84.0
6046,299.0,28,9.0
6047,58.0,14,2.0
6048,279.0,31,10.0
6049,148.0,59,2.0
6050,949.0,25,2.0
6051,449.0,31,27.0
6052,279.0,57,3.0
6053,299.0,25,5.0
6054,649.0,25,1.0
6055,1549.0,6,1.0
6056,299.0,6,9.0
6057,299.0,31,13.0
6058,1599.0,25,1.0
6059,1600.0,55,1.0
6060,1000.0,55,2.0
6061,27.0,10,1.0
6062,1999.0,57,21.0
6063,1999.0,28,17.0
6064,1999.0,27,27.0
6065,1299.0,22,10.0
6066,307980.0,12,1.0
6067,299.0,31,19.0
6068,599.0,38,1.0
6069,699.0,26,1.0
6070,1999.0,35,4.0
6071,1599.0,31,15.0
6072,899.0,31,41.0
6073,1299.0,31,22.0
6074,1498.5,6,1.0
6075,1499.0,25,35.0
6076,599.0,31,11.0
6077,899.0,31,18.0
6078,899.0,25,4.0
6079,999.0,27,7.0
6080,1999.0,7,7.0
6081,1299.0,31,27.0
6082,1199.0,31,27.0
6083,1999.0,28,54.0
6084,2199.0,28,73.0
6085,2199.0,25,153.0
6086,399.0,31,71.0
6087,2199.0,28,38.0
6088,2499.0,42,21.0
6089,399.0,55,27.0
6090,999.0,28,129.0
6091,999.0,28,88.0
6092,1199.0,28,36.0
6093,349.0,31,69.0
6094,498.0,29,1.0
6095,1699.0,28,44.0
6096,1598.0,32,1.0
6097,399.99,55,15.0
6098,1999.0,19,1.0
6099,948.0,10,1.0
6100,299.0,55,1.0
6101,899.0,56,1.0
6102,3000.0,55,1.0
6103,1399.0,10,1.0
6104,1398.0,24,1.0
6105,1999.0,41,4.0
6106,499.5,4,1.0
6107,998.0,50,1.0
6108,449.0,31,42.0
6109,499.0,46,10.0
6110,199.0,21,1.0
6111,599.0,27,227.0
6112,2499.0,42,42.0
6113,2499.0,42,19.0
6114,750.0,22,4.0
6115,249.0,55,7.0
6116,98.0,16,2.0
6117,399.0,31,42.0
6118,1097.5,24,1.0
6119,899.0,31,5.0
6120,948.0,10,1.0
6121,599.0,31,220.0
6122,2499.0,31,61.0
6123,2499.0,6,12.0
6124,2499.0,41,1.0
6125,2499.0,7,4.0
6126,999.0,42,21.0
6127,1999.0,31,18.0
6128,2499.0,42,21.0
6129,1999.0,28,8.0
6130,2499.0,42,2.0
6131,549.0,18,12.0
6132,2499.0,19,1.0
6133,2499.0,23,1.0
6134,599.0,31,64.0
6135,1999.0,26,27.0
6136,1999.0,31,10.0
6137,899.0,27,11.0
6138,899.0,18,52.0
6139,1499.0,6,3.0
6140,1599.0,29,2.0
6141,4049.0,43,1.0
6142,1999.0,28,8.0
6143,899.0,25,8.0
6144,599.0,31,23.0
6145,249.0,55,7.0
6146,599.0,56,1.0
6147,298.0,23,3.0
6148,998.0,23,1.0
6149,849.5,18,2.0
6150,399.0,55,22.0
6151,199.0,55,10.0
6154,1699.0,25,19.0
6155,1699.0,38,2.0
6156,399.0,31,84.0
6157,999.0,6,2.0
6158,399.0,31,28.0
6159,399.0,55,2.0
6160,499.0,55,6.0
6161,699.0,55,79.0
6162,699.0,31,115.0
6163,2199.0,31,12.0
6164,2199.0,31,11.0
6165,2199.0,42,2.0
6166,699.0,55,49.0
6167,599.0,55,6.0
6168,249.0,55,6.0
6170,4499.0,31,8.0
6171,4499.0,42,6.0
6172,799.0,55,1.0
6173,125.0,55,1.0
6174,28.0,37,1.0
6175,269.0,55,38.0
6176,777.0,55,2.0
6177,498.0,15,1.0
6178,28.0,38,1.0
6179,58.0,35,1.0
6180,174.0,55,1.0
6181,64.0,10,2.0
6182,98.0,42,1.0
6183,1999.0,42,32.0
6184,699.0,31,74.0
6185,499.0,57,212.0
6186,2799.0,28,5.0
6187,399.0,25,10.0
6188,899.0,54,8.0
6189,299.0,31,1.0
